"","X1","X1_1","id","Condition","Nplayers","Nround","IsParallel","Finder","Ngame","Ngroup","ID","Corner","ConditionDummy","Failures","farsearch","Nsearch","order"
"365",365,365,"24-42","No Patent",4,4,1,311358584,75,19,"(24-42)",0,0,8,0,13,3
"366",366,366,"4-5","No Patent",4,1,1,316854231,75,19,"(4-5)",0,0,1,1,4,3
"367",367,367,"15-42","No Patent",3,2,1,316854231,75,19,"(15-42)",0,0,3,1,6,3
"368",368,368,"7-55","No Patent",4,3,1,316854231,75,19,"(7-55)",0,0,7,1,11,3
"369",369,369,"4-31","No Patent",4,2,1,301585204,76,19,"(4-31)",0,0,3,1,8,4
"370",370,370,"26-53","No Patent",3,2,1,301585204,76,19,"(26-53)",0,0,2,1,6,4
"371",371,371,"18-49","No Patent",2,2,1,316854231,76,19,"(18-49)",0,0,2,1,4,4
"372",372,372,"5-14","No Patent",3,4,1,301585204,76,19,"(5-14)",0,0,4,1,6,4
"373",373,373,"18-17","No Patent",3,4,1,205905748,77,20,"(18-17)",0,0,4,0,6,1
"374",374,374,"7-13","No Patent",3,2,1,205905748,77,20,"(7-13)",0,0,2,0,8,1
"375",375,375,"9-39","No Patent",4,2,1,204582266,77,20,"(9-39)",0,0,2,1,8,1
"376",376,376,"19-30","No Patent",3,1,1,204582266,78,20,"(19-30)",0,0,0,1,4,2
"377",377,377,"17-46","No Patent",3,2,1,317660272,78,20,"(17-46)",0,0,2,0,6,2
"378",378,378,"2-9","No Patent",3,3,1,308343714,78,20,"(2-9)",0,0,4,1,7,2
"379",379,379,"21-36","No Patent",4,3,1,204582266,78,20,"(21-36)",0,0,7,1,10,2
"380",380,380,"4-13","No Patent",2,NA,1,204582266,78,20,"(4-13)",0,0,1,1,2,2
"381",381,381,"4-59","No Patent",3,2,1,204582266,79,20,"(4-59)",0,0,3,1,5,3
"382",382,382,"4-49","No Patent",2,1,1,205905748,79,20,"(4-49)",0,0,0,0,2,3
"383",383,383,"20-66","No Patent",2,2,2,204582266,79,20,"(20-66)",0,0,1,1,3,3
"384",384,384,"0-55","No Patent",4,NA,2,308343714,79,20,"(0-55)",1,0,11,1,12,3
"385",385,385,"16-42","No Patent",4,2,1,205905748,80,20,"(16-42)",0,0,4,0,6,4
"386",386,386,"25-55","No Patent",4,2,1,204582266,80,20,"(25-55)",0,0,4,1,7,4
"387",387,387,"7-16","No Patent",4,3,1,205905748,80,20,"(7-16)",0,0,4,0,10,4
"388",388,388,"6-47","No Patent",3,2,1,308343714,80,20,"(6-47)",0,0,2,0,6,4
"389",389,389,"2-4","No Patent",2,3,1,312175128,81,21,"(2-4)",0,0,2,1,4,1
"390",390,390,"9-58","No Patent",3,2,1,206018400,81,21,"(9-58)",0,0,4,0,6,1
"391",391,391,"7-63","No Patent",3,3,1,204755763,81,21,"(7-63)",0,0,5,1,9,1
"392",392,392,"27-19","No Patent",4,2,1,207801259,81,21,"(27-19)",0,0,0,0,6,1
"393",393,393,"4-3","No Patent",3,2,1,207801259,82,21,"(4-3)",0,0,2,0,6,2
"394",394,394,"8-5","No Patent",4,3,1,207801259,82,21,"(8-5)",0,0,6,0,9,2
"395",395,395,"21-6","No Patent",4,1,1,312175128,82,21,"(21-6)",0,0,2,1,4,2
"396",396,396,"14-2","No Patent",4,2,1,207801259,82,21,"(14-2)",0,0,3,0,7,2
"397",397,397,"10-23","No Patent",4,3,1,204755763,82,21,"(10-23)",0,0,7,0,11,2
"398",398,398,"28-9","No Patent",4,NA,1,207801259,82,21,"(28-9)",0,0,3,0,6,2
"399",399,399,"16-42","No Patent",4,3,1,204755763,83,21,"(16-42)",0,0,6,0,10,3
"400",400,400,"27-66","No Patent",3,2,1,207801259,83,21,"(27-66)",0,0,3,0,6,3
"401",401,401,"22-13","No Patent",4,2,1,206018400,83,21,"(22-13)",0,0,4,0,8,3
"402",402,402,"6-37","No Patent",4,3,1,207801259,84,21,"(6-37)",0,0,6,0,9,4
"403",403,403,"16-43","No Patent",4,1,1,204755763,84,21,"(16-43)",0,0,2,0,4,4
"404",404,404,"16-32","No Patent",4,2,1,206018400,84,21,"(16-32)",0,0,3,1,5,4
"405",405,405,"25-55","No Patent",4,2,1,204755813,85,22,"(25-55)",0,0,5,1,8,1
"406",406,406,"27-33","No Patent",3,3,2,204755813,85,22,"(27-33)",0,0,3,1,7,1
"407",407,407,"14-38","No Patent",2,3,2,209008895,85,22,"(14-38)",0,0,2,1,4,1
"408",408,408,"6-47","No Patent",2,3,1,303027163,85,22,"(6-47)",0,0,3,1,6,1
"409",409,409,"4-36","No Patent",3,2,1,209008895,85,22,"(4-36)",0,0,3,1,5,1
"410",410,410,"8-62","No Patent",4,2,1,209008895,85,22,"(8-62)",0,0,4,1,8,1
"411",411,411,"26-67","No Patent",4,3,1,303027163,85,22,"(26-67)",0,0,2,1,7,1
"412",412,412,"29-60","No Patent",4,NA,1,204755813,86,22,"(29-60)",1,0,13,1,16,2
"413",413,413,"8-31","No Patent",4,2,1,209008895,86,22,"(8-31)",0,0,3,1,8,2
"414",414,414,"23-58","No Patent",4,2,1,209008895,87,22,"(23-58)",0,0,5,0,9,3
"415",415,415,"7-7","No Patent",4,2,1,303027163,87,22,"(7-7)",0,0,6,0,9,3
"416",416,416,"2-61","No Patent",4,2,1,303027163,87,22,"(2-61)",0,0,4,0,7,3
"417",417,417,"25-28","No Patent",4,2,1,209008895,87,22,"(25-28)",0,0,4,0,7,3
"418",418,418,"21-15","No Patent",4,1,1,209008895,88,22,"(21-15)",0,0,2,0,4,4
"419",419,419,"3-14","No Patent",4,2,1,208240960,88,22,"(3-14)",0,0,2,0,8,4
"420",420,420,"16-34","No Patent",3,2,1,303027163,88,22,"(16-34)",0,0,1,1,6,4
"421",421,421,"10-2","No Patent",4,1,1,303027163,88,22,"(10-2)",0,0,2,1,4,4
"422",422,422,"27-52","No Patent",4,2,1,303027163,88,22,"(27-52)",0,0,1,1,6,4
"423",423,423,"5-25","No Patent",2,NA,1,209008895,88,22,"(5-25)",0,0,2,0,2,4
"424",424,424,"5-44","No Patent",4,1,1,308309467,89,23,"(5-44)",0,0,0,1,4,1
"425",425,425,"6-48","No Patent",4,2,1,308309467,89,23,"(6-48)",0,0,5,1,8,1
"426",426,426,"3-37","No Patent",3,3,1,308309467,89,23,"(3-37)",0,0,5,1,7,1
"427",427,427,"8-38","No Patent",3,3,1,308309467,89,23,"(8-38)",0,0,3,1,6,1
"428",428,428,"5-32","No Patent",4,3,1,312536303,89,23,"(5-32)",0,0,5,1,8,1
"429",429,429,"9-34","No Patent",4,NA,1,308309467,89,23,"(9-34)",0,0,4,1,7,1
"430",430,430,"10-66","No Patent",4,2,1,308309467,90,23,"(10-66)",0,0,4,1,7,2
"431",431,431,"14-64","No Patent",4,3,1,312536303,90,23,"(14-64)",0,0,7,0,11,2
"432",432,432,"14-61","No Patent",4,1,1,308309467,90,23,"(14-61)",0,0,2,1,4,2
"433",433,433,"23-61","No Patent",4,3,1,205949571,90,23,"(23-61)",0,0,6,0,10,2
"434",434,434,"20-58","No Patent",4,1,1,312536303,90,23,"(20-58)",0,0,2,0,4,2
"435",435,435,"28-3","No Patent",4,2,1,312536303,91,23,"(28-3)",0,0,1,0,6,3
"436",436,436,"22-4","No Patent",4,3,1,205949571,91,23,"(22-4)",0,0,7,1,10,3
"437",437,437,"9-56","No Patent",4,2,1,308309467,91,23,"(9-56)",0,0,2,1,5,3
"438",438,438,"14-35","No Patent",3,3,1,312536303,91,23,"(14-35)",0,0,5,0,8,3
"439",439,439,"16-15","No Patent",4,2,1,308309467,92,23,"(16-15)",0,0,4,1,6,4
"440",440,440,"11-63","No Patent",4,2,1,308309467,92,23,"(11-63)",0,0,3,1,6,4
"441",441,441,"10-62","No Patent",3,2,1,308309467,92,23,"(10-62)",0,0,3,1,6,4
"442",442,442,"3-45","No Patent",4,1,1,308309467,92,23,"(3-45)",0,0,2,1,4,4
"443",443,443,"3-10","No Patent",2,2,1,312536303,92,23,"(3-10)",0,0,2,1,4,4
"444",444,444,"27-66","No Patent",1,3,1,305791865,93,24,"(27-66)",0,0,1,0,3,1
"445",445,445,"27-33","No Patent",3,3,1,205791304,93,24,"(27-33)",0,0,3,1,8,1
"446",446,446,"4-36","No Patent",3,3,1,205791304,93,24,"(4-36)",0,0,3,1,8,1
"447",447,447,"0-0","No Patent",2,NA,1,205791304,94,24,"(0-0)",1,0,2,1,4,2
"448",448,448,"0-69","No Patent",2,NA,1,205791304,94,24,"(0-69)",1,0,3,1,5,2
"449",449,449,"7-25","No Patent",2,2,1,314762444,94,24,"(7-25)",0,0,1,1,3,2
"450",450,450,"27-3","No Patent",2,3,1,205791304,94,24,"(27-3)",0,0,1,1,5,2
"451",451,451,"0-0","No Patent",3,NA,1,205791304,95,24,"(0-0)",1,0,3,1,4,3
"452",452,452,"0-69","No Patent",3,NA,1,205791304,95,24,"(0-69)",1,0,3,1,4,3
"453",453,453,"8-12","No Patent",2,NA,1,314762444,96,24,"(8-12)",0,0,3,1,5,4
"454",454,454,"22-13","No Patent",2,2,1,205791304,96,24,"(22-13)",0,0,1,1,5,4
"455",455,455,"18-17","No Patent",2,5,1,312276652,97,25,"(18-17)",0,0,3,1,7,1
"456",456,456,"17-38","No Patent",2,NA,1,319074134,97,25,"(17-38)",0,0,3,1,4,1
"457",457,457,"14-30","No Patent",3,2,1,319074134,98,25,"(14-30)",0,0,2,1,5,2
"458",458,458,"29-69","No Patent",3,NA,1,206016859,98,25,"(29-69)",1,0,3,1,5,2
"459",459,459,"26-2","No Patent",2,2,1,319074134,98,25,"(26-2)",0,0,1,1,4,2
"460",460,460,"11-60","No Patent",2,2,1,319074134,98,25,"(11-60)",0,0,0,1,4,2
"461",461,461,"29-69","No Patent",3,NA,1,206016859,99,25,"(29-69)",1,0,2,1,4,3
"462",462,462,"6-36","No Patent",4,2,1,312276652,99,25,"(6-36)",0,0,1,1,5,3
"463",463,463,"15-8","No Patent",3,2,1,312276652,100,25,"(15-8)",0,0,2,0,4,4
"464",464,464,"16-42","No Patent",2,2,1,206016859,100,25,"(16-42)",0,0,1,1,4,4
"465",465,465,"25-46","No Patent",3,2,1,319074134,100,25,"(25-46)",0,0,2,0,5,4
"466",466,466,"8-24","No Patent",1,2,1,316406214,101,26,"(8-24)",0,0,0,1,2,1
"467",467,467,"5-45","No Patent",3,3,1,316406214,101,26,"(5-45)",0,0,5,1,7,1
"468",468,468,"9-59","No Patent",3,2,1,316406214,101,26,"(9-59)",0,0,2,1,5,1
"469",469,469,"26-46","No Patent",3,2,1,305391450,101,26,"(26-46)",0,0,2,1,5,1
"470",470,470,"27-66","No Patent",1,3,1,308059070,101,26,"(27-66)",0,0,1,1,3,1
"471",471,471,"14-35","No Patent",2,2,1,206759557,102,26,"(14-35)",0,0,2,1,4,2
"472",472,472,"20-53","No Patent",3,2,1,305391450,102,26,"(20-53)",0,0,4,0,6,2
"473",473,473,"16-46","No Patent",2,3,1,305391450,102,26,"(16-46)",0,0,4,0,6,2
"474",474,474,"5-39","No Patent",4,1,1,206759557,102,26,"(5-39)",0,0,2,1,6,2
"475",475,475,"8-26","No Patent",3,4,1,316406214,102,26,"(8-26)",0,0,6,1,9,2
"476",476,476,"17-29","No Patent",4,2,1,206759557,103,26,"(17-29)",0,0,5,0,7,3
"477",477,477,"7-56","No Patent",3,1,1,316406214,103,26,"(7-56)",0,0,1,0,3,3
"478",478,478,"9-34","No Patent",4,3,1,206759557,104,26,"(9-34)",0,0,6,0,9,4
"479",479,479,"2-4","No Patent",4,3,1,308059070,104,26,"(2-4)",0,0,4,0,8,4
"480",480,480,"25-47","No Patent",3,1,1,305391450,104,26,"(25-47)",0,0,1,0,3,4
"481",481,481,"25-47","No Patent",3,5,1,207949371,105,27,"(25-47)",0,0,1,1,4,1
"482",482,482,"24-23","No Patent",4,3,1,333879138,105,27,"(24-23)",0,0,7,1,10,1
"483",483,483,"27-18","No Patent",4,3,1,333879138,105,27,"(27-18)",0,0,6,1,10,1
"484",484,484,"16-22","No Patent",4,2,1,305143703,106,27,"(16-22)",0,0,4,1,6,2
"485",485,485,"6-48","No Patent",3,2,1,207949371,106,27,"(6-48)",0,0,1,1,6,2
"486",486,486,"7-24","No Patent",3,2,1,207949371,106,27,"(7-24)",0,0,2,1,5,2
"487",487,487,"8-12","No Patent",1,2,1,207949371,106,27,"(8-12)",0,0,0,1,2,2
"488",488,488,"19-17","No Patent",2,5,1,207949371,106,27,"(19-17)",0,0,5,1,8,2
"489",489,489,"15-37","No Patent",4,2,1,302168596,107,27,"(15-37)",0,0,4,0,8,3
"490",490,490,"11-21","No Patent",2,2,1,207949371,107,27,"(11-21)",0,0,1,0,3,3
"491",491,491,"17-42","No Patent",4,2,1,305143703,108,27,"(17-42)",0,0,4,0,6,4
"492",492,492,"21-50","No Patent",4,3,1,305143703,108,27,"(21-50)",0,0,5,0,9,4
"493",493,493,"5-31","No Patent",2,7,1,313164840,109,28,"(5-31)",0,0,1,1,3,1
"494",494,494,"8-24","No Patent",2,7,1,313164840,109,28,"(8-24)",0,0,5,1,9,1
"495",495,495,"18-26","No Patent",2,2,1,307686790,110,28,"(18-26)",0,0,0,1,3,2
"496",496,496,"13-14","No Patent",4,2,1,208487058,110,28,"(13-14)",0,0,0,1,8,2
"497",497,497,"13-20","No Patent",2,3,1,313164840,110,28,"(13-20)",0,0,2,1,6,2
"498",498,498,"17-23","No Patent",3,2,1,313164840,110,28,"(17-23)",0,0,1,1,5,2
"499",499,499,"9-35","No Patent",3,NA,1,320753825,110,28,"(9-35)",0,0,3,0,6,2
"500",500,500,"22-25","No Patent",4,2,1,313164840,111,28,"(22-25)",0,0,5,0,7,3
"501",501,501,"9-35","No Patent",3,2,1,307686790,111,28,"(9-35)",0,0,2,0,7,3
"502",502,502,"12-48","No Patent",4,2,1,307686790,112,28,"(12-48)",0,0,2,1,8,4
"503",503,503,"15-38","No Patent",3,4,2,313164840,112,28,"(15-38)",0,0,6,1,9,4
"504",504,504,"16-47","No Patent",2,3,2,307686790,112,28,"(16-47)",0,0,2,1,5,4
"505",505,505,"17-30","No Patent",4,3,1,320753825,112,28,"(17-30)",0,0,4,0,9,4
"506",506,506,"18-35","No Patent",3,3,1,307686790,112,28,"(18-35)",0,0,5,1,9,4
"507",507,507,"24-27","No Patent",4,2,1,208487058,112,28,"(24-27)",0,0,3,1,6,4
"508",508,508,"17-20","No Patent",3,1,1,320753825,112,28,"(17-20)",0,0,1,0,3,4
"509",509,509,"5-31","No Patent",4,1,1,320753825,112,28,"(5-31)",0,0,1,0,4,4
"510",510,510,"10-34","No Patent",3,6,1,311371249,113,29,"(10-34)",0,0,7,0,9,1
"511",511,511,"17-22","No Patent",3,3,1,311371249,113,29,"(17-22)",0,0,3,0,5,1
"512",512,512,"5-44","No Patent",4,2,1,308290840,113,29,"(5-44)",0,0,2,1,8,1
"513",513,513,"4-36","No Patent",2,3,1,308290840,113,29,"(4-36)",0,0,3,1,5,1
"514",514,514,"24-27","No Patent",2,2,1,314735572,114,29,"(24-27)",0,0,1,0,3,2
"515",515,515,"23-37","No Patent",2,2,1,311505895,114,29,"(23-37)",0,0,1,0,4,2
"516",516,516,"16-38","No Patent",3,2,1,311505895,116,29,"(16-38)",0,0,4,0,6,4
"517",517,517,"17-30","No Patent",3,2,1,311371249,116,29,"(17-30)",0,0,3,0,7,4
"518",518,518,"6-24","No Patent",3,2,1,308290840,116,29,"(6-24)",0,0,3,1,5,4
"519",519,519,"18-38","No Patent",2,3,1,342390689,117,0,"(18-38)",0,0,4,1,7,1
"520",520,520,"14-39","No Patent",2,2,1,342390689,117,0,"(14-39)",0,0,1,1,4,1
"521",521,521,"11-12","No Patent",3,3,1,342775970,117,0,"(11-12)",0,0,3,1,8,1
"522",522,522,"9-37","No Patent",1,4,1,342390689,117,0,"(9-37)",0,0,2,1,5,1
"523",523,523,"17-22","No Patent",2,3,1,961144144,117,0,"(17-22)",0,0,4,1,8,1
"524",524,524,"9-33","No Patent",2,4,1,342390689,117,0,"(9-33)",0,0,4,1,8,1
"525",525,525,"16-35","No Patent",3,3,1,342390689,118,0,"(16-35)",0,0,6,1,10,2
"526",526,526,"15-40","No Patent",3,4,1,342390689,118,0,"(15-40)",0,0,5,1,9,2
"527",527,527,"10-37","No Patent",2,3,1,342775970,118,0,"(10-37)",0,0,4,1,6,2
"528",528,528,"16-31","No Patent",2,2,1,342775970,118,0,"(16-31)",0,0,2,1,5,2
"529",529,529,"19-30","No Patent",3,1,1,342775970,118,0,"(19-30)",0,0,1,1,3,2
"530",530,530,"21-36","No Patent",2,NA,1,342775970,118,0,"(21-36)",0,0,2,1,2,2
"531",531,531,"1-68","No Patent",4,2,1,342390689,119,0,"(1-68)",0,0,1,1,8,3
"532",532,532,"25-1","No Patent",4,1,1,342390689,119,0,"(25-1)",0,0,2,1,5,3
"533",533,533,"15-2","No Patent",4,3,1,961144144,119,0,"(15-2)",0,0,5,1,11,3
"534",534,534,"8-6","No Patent",4,NA,2,342390689,119,0,"(8-6)",0,0,3,1,5,3
"535",535,535,"21-7","No Patent",4,2,2,342775970,119,0,"(21-7)",0,0,4,1,7,3
"536",536,536,"5-68","No Patent",3,2,1,342775970,120,0,"(5-68)",0,0,3,1,6,4
"537",537,537,"26-0","No Patent",4,NA,1,342775970,120,0,"(26-0)",1,0,8,1,10,4
"538",538,538,"25-69","No Patent",4,NA,1,342775970,120,0,"(25-69)",1,0,6,1,8,4
